id,new,title,description,summary,keywords,platforms,copying-policy,sha
fdnet,,FDNet,Paquet de support réseau de base pour FreeDOS pour plusieurs configurations matérielles et plates-formes de machines virtuelles. (basé sur MetaDOS de Rugxulo),,dos batch réseau,DOS,"Open source, see source code",af4c85889cbff0e240fa1862191b6306e1bacdd6ba00f5db6a37fe641e3227b1
