id,new,title,description,summary,keywords,platforms,copying-policy,sha
fdnet,,FDNet,Äeüitli donançm yapçlandçrmalarç ve sanal platformlar iáinFreeDOS iáin temel aß destek paketi. (Rugxulo'nun MetaDOS'una dayalçdçr),,dos batch aß,DOS,"Open source, see source code",af4c85889cbff0e240fa1862191b6306e1bacdd6ba00f5db6a37fe641e3227b1
