id,title,version,entered-date,description,summary,changes,keywords,author,maintained-by,primary-site,alternate-site,original-site,wiki-site,platforms,copying-policy,group,crc,md5,sha
help,Help,1.0.7a,2011-10-22,HTML-Viewer und Inhalt der FreeDOS-Hilfe,,,"help, html",Joe Cosentino (creator of the viewer),"W. Spiegl, fritz - dot - mueller - AT - mail -dot - com",http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/dos/help/,,http://www.geocities.com/xsaintx69/freedos/,http://wiki.freedos.org/wiki/index.php/Help,"DOS, Turbo C++; Html",Express+GNU Free Documentation License,base,,fddeb8401b5cd88b1f3472284e3970ee,38e71eedc0b312ff55048280314b69562cf355a08db5fbe113e2989fc8dbbfdc,
