id,title,version,entered-date,description,summary,changes,keywords,author,maintained-by,primary-site,alternate-site,original-site,wiki-site,platforms,copying-policy,group,crc,md5,sha
fdnet,FDNet,2016-10-01,2016-10-01,Grundlegendes Netzwerk-Package fÅr FreeDOS mit einigen Konfigurationen fÅr Hardware und Virtuelle Maschinen. (basiert auf Rugxulo's MetaDOS),,,dos batch net,Jerome Shidel and Rugxulo,Jerome Shidel <jerome _AT_ shidel.net>,https://github.com/shidel/FDNET,,https://github.com/shidel/FDNET,,DOS,"Open source, see source code",net,,4a02cb61dbac87bd10781449775cbf71,af4c85889cbff0e240fa1862191b6306e1bacdd6ba00f5db6a37fe641e3227b1,
