id,new,title,description,summary,keywords,platforms,copying-policy,sha
help,,Help,FreeDOS yardımı için HTML görüntüleyici ve içerik,,"yardım, html","DOS, Turbo C++; Html",Express+GNU Free Documentation License,38e71eedc0b312ff55048280314b69562cf355a08db5fbe113e2989fc8dbbfdc
