id,new,title,description,summary,keywords,platforms,copying-policy,sha
md5sum,,MD5SUM,"Calculer une somme de contrìle avec la mÇthode de hachage MD5","Calculer une somme de contrìle d'un fichier en utilisant la mÇthode de hachage MD5","md5, md5sum, somme de contrìle, checksummer, cryptographique, sha, crc","DOS, OpenWatcom 1.3, Pacific C 7.51, Turbo C 2.01, Turbo C++ 1.01","Licence publique gÇnÇrale GNU, version 2",feace16efbd88f851ee500a68608793d334188907796c9f27e24dfe0e326fa84
meka,,MEKA,"MEKA est un Çmulateur multi-machines.",,"meka, Çmulation, Çmulateur",DOS,"Licence similaire aux licences BSD, cf. site Internet",c024100e2b7eac07cdcb5d50e5f914dda21f59c388a3c5e9719cc60986e353e2
mem,,MEM,"Afficher la mÇmoire utilisÇe et libre sur votre systäme","Affiche la quantitÇ de mÇmoire utilisÇe et libre sur votre systäme","Memoire, mem, xms, ems, umb, hma",FreeDOS,"Licence publique gÇnÇrale GNU, version 2",da3dfd89f951c8c1421697285f9423a118d4077945ac479a0e3ed6e44cf46022
memmap,,"Memory Map","Programme pour afficher la carte de la mÇmoire","Map est un programme servant Ö afficher la carte de la mÇmoire. Il peut lister seulement les programmes et les pilotes de pÇriphÇrique, ou une liste compläte des blocs de contrìle de mÇmoire. Il peut Çgalement lister les pilotes de pÇriphÇrique, les vecteurs d'interruption et l'espace mÇmoire haute (HMA). Il est fondÇ sur Map 2.0 par Peter Sulyok. Il nÇcessite DOS 5+ et un 386+.","dos 16 bits Çditer commande",DOS,"Gratuit avec le code source",bc8097ae944f749e113a4591c9bc90850ca5fbbeb4306ba5426e9c22774056f4
memteste,,MEMTESTE,"Programme pour tester la DRAM (mÇmoire principale)","MEMTESTE est un programme pour tester la DRAM (mÇmoire principale) des ordinateurs compatibles PC basÇs sur les processeurs Intel 386 ou plus puissants.","Test de la RAM, memtest",DOS,Freeware,d218a96f42b6ae0cd7be2988806cffec7dfe1ae67485668dc95d3e63465d5190
metakern,,MetaKern,"Permet d'installer plusieurs noyaux DOS/Windows sur un seul disque ou partition : chargÇ par le secteur d'amoráage de FreeDOS, MetaKern permet Ö l'utilisateur de choisir un noyau au moment de l'amoráage. Lisez le manuel avant utilisation !",,"Double amoráage, menu d'amoráage, freedos, dos, windows","DOS, Windows (FAT filesystem versions only)","GPL 2",a86e655f4cb337dde91d24b7e6a0dd211335f42ddd719970e7b8fdbc633f5f47
microweb,,MicroWeb,"Un navigateur Web pour DOS et pour machines de classe 8088",,"rÇseau, www, navigateur",DOS,"Licence publique gÇnÇrale GNU, version 2",b65fa41162800c4722d97200699a68858a8419d79bde4bd5a4bf2e85d9fe8f5f
midiplay,,MidiPlay,"Joue un fichier MIDI avec le haut-parleur interne d'un PC.",,"midi, musique, haut-parleur",DOS,"freeware avec le code source",00449b2c030716df42884d1fa96b6ca9bd05af96f360e7fdf2741e393bca7441
mined,,MinEd,"êditeur de texte avec support de l'Unicode et du CJK.","êditeur de texte avec support Çtendu de l'Unicode et du CJK. Fonctions pratiques et efficaces pour l'Çdition de documents en texte brut, de programmes, de l'HTML, etc. Interface conviviale, contrìle avec la souris et via des menus.","Çditer, Çditeur, Unicode, page de code, codage","DOS, Win32 (Cygwin), *nix","Licence publique gÇnÇrale GNU, version 3",2d541c379d19842273c841addb2e958ae1b42364dad377f05ceb3cc42400071b
mines,,MiNES,"MiNES est un Çditeur pour les ROM iNES.",,"iNES, Çditeur",DOS,"Licence publique gÇnÇrale GNU, version 3",a7c58e470c75b737640dabde7fe4b20f23173110af9deed2da8c2ad837cb1d07
minibox,,Minibox,"Petites commandes GNU/Linux pour les systämes avec des ressources limitÇes",,"linux, unix, beep, cat, cd, clear, cp, date, echo, help, ls mkdir, mv, pwd, rmdir, sh, time",DOS,"Licence publique gÇnÇrale GNU, versions 2 et 3",d38c6b7ca39e90b0b24ef1402d8f10b55260aa88cecace63024dd43628c06fa8
mirmagic,,"Mirror Magic","Un jeu d'arcade comme 'Deflektor'","Un jeu d'arcade comme 'Deflektor' (C 64) ou 'Mindbender' (Amiga)",,"DOS, GNU/Linux, Windows","Licence publique gÇnÇrale GNU, version 2",e19673a42f87e1b9c1aa69784535f08db9f3142e9457fb0e5f372d71c48f36cf
mirror,,Mirror,"Enregistre des informations de disque pour une Çventuelle rÇcupÇration de donnÇes","Enregistre des informations au sujet du disque pour une Çventuelle rÇcupÇration de donnÇes.",freedos,dos,"Licence publique gÇnÇrale GNU, version 2",9fd2131758a119ddd374687babc96d5434f0a1d999599d41922c56a57334078f
mistral,,"The Mistral Report: Invisible Affairs","Un jeu RPG rÇtro d'espionnage","Rapport MISTRAL : Les affaires invisibles est un RPG rÇtro tour par tour sur le thäme de l'espionnage. NÇcessite 386SX ou mieux. Les options sonores incluent Adlib, PCSPeaker et OPL2LPT.","jeux, rpg",DOS,"Licence publique gÇnÇrale GNU, version 3",413e6bbd6d97e8f80623983f0d8777788985acfe7d15f35b9c64acf513282111
mkeyb,,MKEYB,"Pilote de clavier träs lÇger","Pilote de clavier träs lÇger. Utilise de 500 Ö 700 octets de mÇmoire rÇsidente","freedos clavier",DOS,,2aca837451d6ef10e56a0c0fe4c2b523b5f0ae2c63ce47bf2739799d309df364
mode,,mode,"DÇfinir le mode de vos appareils","DÇfinissez le mode de vos pÇriphÇriques :|- envoyez des codes de contrìle ESC/P pour 80/132 colonnes et 6/8 lpi Ö l'imprimante |- redirigez l'imprimante vers NUL ou bien le port sÇrie |- dÇfinissez les paramätres du port sÇrie |- effectuez des opÇrations de page de code et affichez l'Çtat de DISPLAY |- sÇlectionnez 40/80/132x25/28/43/50/60 en mode d'Çcran ou bien sÇlectionnez une police x8/14/16, la disponibilitÇ dÇpendant de votre matÇriel. Basculez latÇralement l'affichage CGA |- Contrìlez et vÇrifiez l'Çtat des verrous switchar et du clavier (num/...) |- Contrìlez le taux de rÇpÇtition du clavier et le dÇlai","freedos, mode, affichage",DOS,"Licence publique gÇnÇrale GNU, version 2",02dec6ac346d20323b8dabb78ac745ec938846a3f33be5eef90907cd2e127bff
more,,more,"Afficher un fichier texte ou la sortie d'un programme une page Ö la fois","Affiche le contenu d'un fichier texte ou la sortie d'un programme une page Ö la fois","freedos, more","DOS *nÇcessite KITTEN","Licence publique gÇnÇrale GNU, version 2",ba87a83d12fd5efbfcf5b20b0c7403ed83ed8d81f5bf828990a0a0f2e043ea3f
mouskeys,,MouseKeys,"Utiliser une souris avec n'importe quel programme",,"DOS, JEU",DOS,"Freeware, cf. la documentation",1fbab081af5e16def3a668c6933101d14b972ef54ae59c1db0f5d7568f4f21bf
move,,Move,"DÇplacer des fichiers d'ici Ö lÖ","DÇplacer des fichiers d'un endroit Ö un autre.","freedos, dÇplacer",DOS,"Licence publique gÇnÇrale GNU, version 2",927ccfddaf53e69935cf0c06b8bb6d8d77d401457aa817d34fb662409daa1e48
mplayer,,MPlayer,"Un lecteur de films portÇ depuis GNU/Linux","MPlayer est un lecteur de films portÇ depuis GNU/Linux.","multimÇdia,vidÇo,lecteur",DOS,"Licence publique gÇnÇrale GNU, version 2",b40178114f03f20d533312881b30f7d431e8a6c8d56291313100a5f77540f029
mpxplay,,Mpxplay,"Joue l'audio avec ses propres pilotes de carte son modernes : AAC, AC3, APE, FLAC, MP2/MP3, MPC, OGG (VORBIS), WMA, WAV, WV, CDW. (version DOS/32a)",,"mp3, ogg, vorbis, wav, musique, haut-parleur, son, blaster","DOS 5+ (OpenWatcom 1.9), Win32 (console)","Code source disponible (libre)",0959222f39ec42f76b4e9707cf456ea1675a67be6be09d598e725164af7cab65
msa,,MSA,"Un assembleur x86","MSA est un assembleur x86 qui prend en charge toutes les instructions 8086 et la plupart des instructions 80186/80286. MSA gÇnäre des fichiers de sortie binaire plate (.COM).","assembleur, asm, msa",DOS,"Licence MIT",8c3315e21563282ea26003ad59725613184ae72b3e19746559467d47e15c5bb3
msedit,,MSEDIT,"L'Çditeur chic de Mateusz",,"Çditeur de texte",DOS,"Licence publique gÇnÇrale GNU, version 2",06902e0b485642af1afd6a31a556ca2c4628ef4d999c6bb06cc2e2828b91f12a
mskermit,,MSKERMIT,"Suite de communication par l'UniversitÇ de Columbia.","Paquet logiciel de communication  Kermit MS-DOS pour les PC IBB et compatibles, offrant une gamme d'Çmulations de terminaux, des mÇthodes de communication sÇrie et rÇseau, des conversions de caractäres internationales, un langage de programmation de scripts et le transfert de fichiers Kermit.","sÇrie,comm,terminal,transfert de fichiers",DOS,"Licence BSD Ö 3 clauses rÇvisÇe",257222f928e6c3c00b9e3679322bbbd983f333454b2ac3dd726c6281088f0f2b
mtcp,,mTCP,"Une collection d'outils TCP/IP","Une collection d'outils TCP/IP : DHCP, IRC, FTP, Telnet, Netcat, HTGet, Ping, SNTP","dos tcp/ip mode rÇel dhcp ftp telnet htget irc ircjr netcat sntp ping opensource 16 bits",DOS,"Licence publique gÇnÇrale GNU, version 3",0b6bafc58374e276f8f1b8c4654968b95cbbb2861536e10f642d1a99f9555091
nansi,,Nansi,"Un pilote ANSI pour DOS",,"freedos, nansi, ansi",dos,"Licence publique gÇnÇrale GNU, version 2",f75ee06ae9fd66a9a7bbcede1a8f9f3a3c79b874380374a777c6f4f92904c643
nasm,,Nasm,"L'assembleur Netwide","Le Netwide Assembler ou NASM est un assembleur 80x86 et x86-64 conáu pour la portabilitÇ et la modularitÇ. Il prend en charge toute une gamme de formats de fichiers objets, notamment Linux et *BSD a.out, ELF, COFF, Mach-O,  le format OBJ (OMF) 16 bits et 32 bits, Win32 et Win64. Il produira Çgalement des fichiers binaires ordinaires et aux formats Intel hex et Motorola S-Record. Sa syntaxe est conáue pour àtre simple et facile Ö comprendre, similaire Ö la syntaxe du Manuel du dÇveloppeur de logiciels Intel avec une complexitÇ minimale. Il prend en charge toutes les extensions architecturales x86 connues et et comprend une prise en charge Çtendue des macros.","nasm, asm, assembleur, assembly",DOS,"Licence BSD simplifiÇe (Ö 2 clauses)",2a0d1535323454ddc629ffbdd4c48c21d02ae2a0eb378e21dde95507b84d0d7b
nethack,,NetHack,"Jeu d'exploration de donjon Ö un seul joueur","Un jeu d'exploration de donjon Ö un seul joueur.",,"DOS, Windows, GNU/Linux, OS/2, Mac, Amiga, Atari","Licence publique gÇnÇrale NetHack",55a54c50a96b73138ec5847f0378b341966f657522acf57d78b036bc33b54e86
newsnuz,,NewSNUZ,"Lecteur Usenet (NNTP) basÇ sur WatTCP",,"nntp,usenet",DOS,"Domaine public",547cb2e18049c74a5fad69340e659aec3cf73fb89e3354ad57cd7394bf8e2ba0
nge_nibb,,"NGE Nibbles","Version du jeu classique de serpent","Une version graphique du jeu classique de serpent pour DOS.",nibbles,"DOS, FreeDOS","Licence publique gÇnÇrale GNU, version 2",d1cdef6b013b1904b618d11b804038ed4f7f0d2736246c8408b6730817dd21a0
nlsfunc,,NLSFunc,"Ajoute le NLS Ö certains programmes supportÇs","NLSFUNC ajoute la fonctionnalitÇ NLS (National Language Support, support de la langue nationale) aux programmes qui le prennent en charge.","freedos, nls,pays, affichage, mode","DOS (nasm)","Licence publique gÇnÇrale GNU, version 2",5b62b6d6c77fc77e5d31e354c9ec41e9232fe084e9c9d202631dba218ed514ad
noise,,Noise,"Pilote de pÇriphÇrique gÇnÇrateur de nombres alÇatoires",,"DOS pÇriphÇrique alÇatoire",DOS,"BSD, licence Ö 3 clauses",4351aa337487345a47e47bbf347730024abba909de3b1f2a966c38d07ae2354b
nosefart,,Nosefart,"Lecteur NSF (Lecteur de musique NES)",,,DOS,"Licence publique gÇnÇrale GNU, version 2",40b0a19c5756c8056b49a5887400f219645661638c3bc876f21c10dd047791de
noudar,,"Dungeons of Noudar 3D","Exploration de donjon Ö la premiäre personne en 2.5D","Un jeu d'exploration de donjon Ö la premiäre personne en 2.5D pour le mode protÇgÇ, Çcrit en C++14 en tant que lettre d'amour aux RPG des annÇes 90. Les options de son comprennent Adlib, le haut-parleur du PC et OPL2LPT.","jeux, rpg",DOS,"Licence BSD (Ö 2 clauses) modifiÇe",7e21c65e2417d4fb46467e993218758d4edcde6cb9d15ac86b043aeb8aabd951
nro,,nro,"Processeur de texte similaire Ö nroff sur UNIX","Un processeur de texte similaire Ö nroff sur UNIX","nroff, roff, nro, micro-c","FreeDOS, DOS (Micro-C)","Domaine public",744cd2f63a36ad3e73c0f6146ce10126da8b3c8e7541668ddd6c42fea0776e7f
ntfs,,NTFS,"Permet l'accäs Ö des partitions NTFS",,"ntfs, partition, fichier, accäs",DOS,"Licence publique gÇnÇrale GNU, version 2",a13641c8514e64de43925e097bd5b4d5d5f7ba418d22c584dc50299efb513fbe
ntool,,NTOOL,"Une incarnation du cÇläbre programme NETCAT","NTOOL est simplement une autre incarnation du cÇläbre programme NETCAT, basÇe sur la pile WatTCP.","ntool,netcat",DOS,"EUPL v1.1",9d6b87432b127888cf7e7d1fb98bce873972f230afc93b6cdc640e65664c6e10
opencp,,"OpenCubic Player","Lecteur de musique multi-formats (mp3,wav,mid...)","OpenCubic Player est un lecteur de musique multi-formats (mp3, wav, mid...)",lecteur,DOS,"Licence publique gÇnÇrale GNU, version 2",13556a138160d5b3d3f4781faeb296f96de654b3a72b13982aec5a14c185eb3e
opengem,,"OpenGEM desktop","Interface utilisateur graphique non multitÉche","OpenGEM est une interface utilisateur graphique (GUI) non multitÉches pour DOS. C'est une distribution Çtendue de FreeGEM qui comprend des fonctionnalitÇs de Digital Research GEM original.","atari, gem, opengem, bureau",DOS,"Licence publique gÇnÇrale GNU, version 2",7f3bd8e8c489c213a951085ae57491260eccf077a1bae60527dd6c8ce77ede02
openxp,,OpenXP,"Un programme de courriel en mode texte","CROSS POINT (XP) est un programme de courriel en mode texte pour divers rÇseaux de boåte Ö lettres Çlectronique tels que FIDO, ZConnect et naturellement l'e-mail et Usenet Çgalement.","mail, news","DOS, Windows, OS/2, GNU/Linux","Licence publique gÇnÇrale GNU, version 2 ou ultÇrieure",e1b7bbedf33752ce842e19c1d89ae19298673ca81790f40b8930353c44984e7c
orangec,,"Orange C","La boåte Ö outils Orange est conáue pour DOS/WIN32. Elle utilise les binaires win32 avec l'Çmulateur WIN32 de Japheth's pour DOS afin d'obtenir les fonctionnalitÇs MSDOS.","Le compilateur Orange C / C ++ est un nouveau travail qui comprend un compilateur d'optimisation, une chaåne d'outils et un IDE. Le compilateur lui-màme utilise diverses techniques standard, ainsi que des techniques intÇressantes mentionnÇes dans la littÇrature. Ce compilateur prend en charge les diffÇrentes normes C via C11 et la prise en charge compläte de C++ 14. L'IDE pour le compilateur est un IDE de langue C/C++ complet comprenant un Çditeur de colorisation avec complÇtion de code, l'outil make intÇgrÇ, un dÇbogueur et un Çditeur de ressources WIN32. La chaåne d'outils est träs gÇnÇrique et la possibilitÇ existe de le personnaliser pour les plates-formes intÇgrÇes (ou par exemple pour d'autres systämes d'exploitation) Ö l'aide de divers fichiers de personnalisation de liaison ainsi que de programmes de gÇnÇration de code Backend. Les programmes de gÇnÇration de code Backend existants prennent en charge les formats exÇcutables WIN32 et MSDOS, ainsi qu'un gÇnÇrateur de backend qui produira des fichiers Intel et Motorola Hex. La bibliothäque d'exÇcution C que ce compilateur utilise est une amÇlioration de RTL utilisÇe par CC386. La bibliothäque de temps d'exÇcution dans ce paquet contient des en-tàtes Win32 et une bibliothäque d'importation, de nombreux programmes Windows compileront avec elle bien qu'il y ait quelques incompatibilitÇs.","dÇvelopper, c",DOS,"Licence publique gÇnÇrale GNU, version 3",5cc51a34e3d9665803fbd2bed3494d4b1bc780bfcf2fcfee0aa029a02d8c3e30
ospedit,,"OSPlus Text Editor","Un Çditeur de texte convivial pour DOS","êditeur de texte OSPlus : un Çditeur de texte convivial pour DOS. Comprend les versions en mode rÇel et en mode protÇgÇ (DJGPP).","texte, Çditeur, dos, rtf, txt, wri","DOS (Borland C++ 4.51, DJGPP), FreeDOS","Licence publique gÇnÇrale GNU, version 2",d6f71523d6dd09eb1b3f8815589d807e74cbd74b94e8be1ede1d1cabb9efb8e0
ospimg,,"OSPlus Disk Imager","Lire et Çcrire des images de disquettes","OSPlus Disk Imager est un utilitaire qui vous permet de lire des disquettes et d'en crÇer des images sur votre disque dur. Celles-ci peuvent ensuite àtre Çcrites sur un CD, compressÇes et envoyÇes par courrier Çlectronique ou tÇlÇversÇes sur Internet. Le Disk Imager vous permet Çgalement d'Çcrire ces images sur une disquette. N'oubliez pas que toutes les donnÇes existantes sur la disquette seront DêTRUITES lors de l'Çcriture d'une image.","disque, image","DOS, FreeDOS","Licence publique gÇnÇrale GNU, version 2",b3e6f082348ab501b0a36f171388ecaf7f13d775179958f7171e48cf7ce89fd5
ow,,"Open Watcom C Compiler","Compilateur C/C++ Open Watcom",,"watcom, c, compilateur",DOS,"Sybase Open Watcom Public License, Version 1.0",01bd05d3b24a95e77a677875971bf63801f3df7fe0417253e608b33272bcae99
ozonegui,,"oZone GUI","Environnement de bureau oZone",,"freedos, ozone, interface graphique",DOS,"GNU GPLv2 et LGPLv2.1",924d0dfe015c2535037f5d0e3deba1bb10db935352817137b5384aa97337c188
p7zip,,7-ZIP,"p7zip est un portage rapide de 7za.exe","p7zip est un portage rapide de 7za.exe (version ligne de commande de 7zip). 7-Zip est le gestionnaire d'archives avec le taux de compression le plus ÇlevÇ.","7zip, p7zip, compression, zip, unzip, arj",DOS,"Licence publique gÇnÇrale limitÇe GNU, version 2.1",ee8d4caeb7826aa8dbad0b08a204e4998fc67102b9664f016d3c14eeec0e304e
pacificc,,pacific-c,"Version Freeware du compilateur Pacific C.",,"freedos, compilateur, c",dos,"Gratuit (le code source n'est pas disponible)",2182f1cb1d054a55cf240627d34401505d86e602644e96bec0c6cdb113003e44
paint2,,powerpaint,"Un beau programme de peinture graphique. RÇalisÇ en 1998. Il supporte le type de fichier paint1 et deux autres types. Graphisme: mode 13h, nÇcessite une souris.",,"peindre, graphiques","DOS (Pascal)","Licence publique gÇnÇrale GNU, version 2",361fc4494175de60fe7b7a6310787254489fa3cbddae554a3736357189ae303f
pakupaku,,"Paku Paku","Un clone de pacman en mode textuel uniquement.",,,,"Domaine public",7602b6e2ce22613bf4ce3130cc3ed98d1af7d827b352528f83ac3c27bd66edb1
part,,"Ranish Partition Manager","CrÇer, effacer et redimensionner des partitions","Partition Manager peut : sauvegarder et restaurer le MBR ; crÇer et effacer des partitions ; afficher les informations IDE des disques durs ; formater et redimensionner les systämes de fichiers FAT-16 et FAT-32 ; fourni avec des gestionnaires d'amoráage avancÇs.","disk, partition, manager, ranish, fdisk, format","DOS, FreeDOS","Domaine public",471ea6d551af897915c05b73118f6c18c3b95e12f3fe87379a06f19568f48dc8
password,,"FreeDOS Password","ProtÇger votre ordinateur avec un mot de passe de l'accäs des Çtrangers","Programme de mot de passe qui protäge votre ordinateur de l'accäs des Çtrangers","freedos, mot de passe, login, utilisateur","DOS, FreeDOS","Licence publique gÇnÇrale GNU, version 2.1",241291c9fb133edd7ccf817b750e284799aa454dd2104e9ad605b8f3aaa75c81
patchcrt,,PatchCRT,"Rustine pour l'erreur runtime 200 des programmes Turbo Pascal.",,"DOS, Patch, TP7, Pascal",DOS,"Freeware, cf. documentation",9c5c9a1ae4a8a42f992acbf5d31d894210d42a9bb5c296070e47d44eda449eae
pausesys,,"Pause (Config.sys)","Pilote de pÇriphÇrique pour mettre en pause le traitement de 'config.sys'",,"dos, amoráage, config, fdconfig, systäme, pilote",DOS,"Licence BSD 'modifiÇe'",6df7b787d5f609021166d06493f44e68defe0b056398e0399881bc41d3f7c6ec
pbox,,PasswordBox,"Un gestionnaire de mots de passe en mode console","Un gestionnaire de mots de passe en mode console utilisant un stockage chiffrÇ AES","mot de passe,gestionnaire",DOS,"Licence publique gÇnÇrale GNU, version 3",deb45826de3953fa8f006a485cc05ee619373d65cc947f475300b84d7a64dc7b
pcisleep,,PCISLEEP,"PCISLEEP liste et met en veille les cartes PCI","PCISLEEP liste et met en veille les cartes PCI.","PCISleep, pci, card, vga, veille, liste",DOS,"Licence publique gÇnÇrale GNU, version 2",4ad400c68b106719c2feb57c2abf3572369fe2246be178f47bb36ae0fdfda905
pdtree,,pdTree,"Affiche la structure de dossiers d'un lecteur ou d'un chemin.","Affiche graphiquement la structure de dossiers d'un lecteur ou d'un chemin. Prend en charge les noms de fichiers longs si l'API LFN est prÇsent, prend en charge les catalogues de messages (diffÇrentes langues) Ö l'aide de cats et prend en charge Ö la fois Windows NT/9x et DOS.","arborescence, FreeDOS, DOS, Win32","DOS (TC30, BC31), Win32 (VC5, BCC55)","Domaine public (utilisation optionelle de catgets LGPL de Jim Hall)",a92b67d2d4800e90e9ab77767570ef7f1d32482d35b0a17008c3fd5a8c53a279
perl,,Perl,"Lngage de programmation combinant certaines fonctionnalitÇs de C, sed, awk et du shell","perl est un langage combinant certaines fonctionnalitÇs de C, sed, awk et du shell",perl,DOS,"Licence publique gÇnÇrale GNU",6c6f5191d2b4d3f428805d20c3bce35cd42f9e6c324a2ffd643271ef77046e08
pg,,"PG (PaGer)","Affiche le contenu d'un fichier texte une page Ö la fois",,"page, pg, texte, afficher du texte","DOS + Turbo C + Nasm, FreeDOS","Licence publique gÇnÇrale GNU, version 2",e37a766817800dd0a725d71cea0e17da48deedca40e5260256aee0523a1728a2
pgme,,"Program Manager Eternity","Un lanceur d'application multi-menus","Un lanceur d'application multi-menus entiärement personnalisable pour DOS. Il comprend Çgalement Font Designer et plusieurs autres utilitaires. (NÇcessite la souris)","dos lancer pgm pgme efntdsgn menu kiosque 16 bits",DOS,"Licence publique gÇnÇrale GNU, version 2",4c0bea2ee8503d03bf1ae496245896024bfe590a1a0b079d525715b06f61909d
pico,,Pico,"êditeur de texte dans le style de Pine Composer","Un Çditeur de texte simple dans le style de Pine Composer",Çditeur,DOS,"Licence publique gÇnÇrale GNU",e58fa7a6b86ae2031b4d2935a2e12ecb065890fb70d64b2841c9a3350968abe7
picosntp,,picoSNTP,"Client SNTP pour DOS, basÇ sur picoTCP",,"NTP, SNTP",DOS,"Licence publique gÇnÇrale GNU, version 2",7b10186b812a3f36dc0458303dac7a57f0911b1fa5bc69c2e516429087a227d9
picotcp,,picoTCP,"Pile de rÇseau picoTCP et outils","Pile de rÇseau picoTCP (librairie et outils de configuration)",,DOS,"Licence publique gÇnÇrale GNU, version 2",ee1a1faaa3feb4ff151615334d58771cd40d1cdd421f395a6cdd398016f11c52
ping,,ping,"L'outil de diagnostic Internet ping.","L'outil de diagnostic Internet ping. Cette version est extraite de la suite Watt-32 v2.2.",ping,FreeDOS,"Licence publique gÇnÇrale GNU",c4aa6084bf1f8cb86bc52b8b8de155a2de8b907186c70edd574255e66a36654e
pkgtools,,"Package Tools","Afficher des informations sur les paquets installÇs","Utilitaires pour FreeDOS pour crÇer et afficher des informations sur les paquets installÇs. Par la suite, des utilitaires de dÇplacement, de suppression et d'exÇcution d'autres tÉches de maintenance gÇnÇrale sur d'autres paquets pourraient àtre ajoutÇs.","dos 16 bits, asm, pascal",DOS,"Licence publique Mozilla, version 2.0",d07bb7ace485f3044f699cc0d96a890a40a268f6ef3398c57535b368a6ee3bb6
pmodew,,PMODE/W,"PMODE/W est un extenseur DOS Ö utiliser avec le compilateur Watcom C/C++. Il est conáu pour àtre un remplacement assez fonctionnel de DOS4GW.EXE.",,"extenseur, DPMI, DJGPP, DOS/4G","DOS, FreeDOS","Gratuit avec le code source (pas de travaux dÇrivÇs)",83d4dea2288bcd865d94fed98bab6903684e52df05d01b19eb704aae8bb6f8c0
pngcrush,,pngcrush,"Outils de compression/optimisation PNG",,"compression png",DOS,"Licence zlib/libpng",8781a37b9b69dae8053fe8060a3e09563bf1238954f441308d6b508cb1a0e54a
print,,PRINT,"Imprimer des fichiers en arriäre-plan","Imprimer des fichiers en arriäre-plan pendant que vous faites autres chose.","imprimer, spool, lpr","DOS, FreeDOS","Licence publique gÇnÇrale GNU, version 2",7ac6220a40f33943c430c98ad8dfdeaf8b539edbeef02760243f4df80d2d3746
printq,,PrintQ,"Un gestionnaire externe de file d'impression pour la commande FreeDOS PRINT.",,"freedos, imprimer, spool",dos,"Domaine public",bf90921c667bea86aa82d669a6592c4963291595a49f71820ae5a59657c15442
prntscr,,PrintScreen,"Envoie les requàtes Impr êcran vers un fichier au lieu de l'imprimante.",,DOS,DOS,"Freeware, cf. documentation",79d06f6832d89981ad61613e33a62148eaa2f43df916224ad654a576757dad4d
prntscrf,,"PrintScreen FF","Modifie les requàtes Impr êcran afin de mettre chaque requàte sur une nouvelle feuille de papier",,DOS,DOS,"Freeware, cf. documentation",092de64c388153cf7b2948a5bf62736f55a3da0b9e3d15eb069451ad9cd53266
psrinvad,,INVADERS,"Clone du jeu Space Invaders",,"Space Invaders, Arcade, Jeux","DOS, TASM/MASM/A86/LZASM/JWASM/WASM/NASM/FASM/OCTASM/TMA/WOLF","Logiciel libre",0889196d668bdf498ed516542bc400a122b9f0667fe4c9baf5b2995ce3e556e3
qtetris,,"TETRIS Queen","Un clone du jeu TETRIS et un hommage au groupe Queen","Un clone du jeu TETRIS et un hommage au groupe Queen en màme temps.",tetris,DOS,"Licence publique gÇnÇrale GNU, version 2",086f4466d40074e69f03af6d5afd9b3b53c00177cf86ce85a9ab3d3bfe0f1b30
quadnet,,Quadnet,"Jeu de tir rapide similaire Ö cosmic",,,DOS,Freeware,bf596e34beec369888cfbe7f7b97f26c709f0718dd2195dec71b103066a9e269
raread,,raread,"CrÇe une image d'une disquette","Lit l'image pour une disquette (pouvant àtre Çcrite Ö l'aide de RAWRITE). Utile pour crÇer des images de disque.","brute, lire, disquette, image","DOS, FreeDOS","Licence publique gÇnÇrale GNU, version 2",9937e8ff2aabcac772f4d395765749735fd2b56aa4969ba18b9e9e14c0c8c54f
rawrite,,rawrite,"êcrit un fichier disque sur un lecteur de disquette","êcrit un fichier disque sur une disquette brute","disquette, Çcrire, rawrite","DOS, FreeDOS","Code source disponible (libre)",a1c0f4679778b6575d5f6b6988d3c3cb0493814a3d1218be4158c6db84ea8758
rcal,,rcal,"une calculatrice Ö grands nombres avec virgule flottante qui imite les calculatrices 'Ö rouleaux de papier'","une calculatrice Ö grands nombres avec virgule flottante qui imite les calculatrices 'Ö rouleaux de papier'. 8086+","calc, calculatrice",dos,"Licence MIT",d9921cf64743c4e906d2f4bbb8795d761c0f3e547d5ffd87dbe6fe8532d5ea3c
rdisk,,RDISK,"Pilote qui crÇe un disque RAM jusqu'Ö 2 Go","RDISK est un pilote qui crÇe un disque RAM depuis jusqu'Ö 2 Go de mÇmoire XMS.","disque, pilote, mÇmoire, ramdisk, rdisk, xms",DOS,"Gratuit avec le code source",11de4964d137234813453976341be15a366e98756176354bf5fb3da61264dc08
recover,,RECOVER,"RÇcupÇrer des disques ou des fichiers perdus","RÇcupÇrer des disques ou des fichiers perdus.","rÇcupÇrer, disques, fichiers","DOS, FreeDOS","Licence publique gÇnÇrale GNU, version 2",16b93e7b6f9ade82162a05ef57e129e0b2189e8c0b2b8558068412710f9dbd4a
regina,,"Regina REXX","Portage de l'interprÇteur Regina Rexx","Portage de l'interprÇteur Regina Rexx avec prise en charge de l'API SAA Rexx.","Regina,REXX",DOS,"Licence publique gÇnÇrale limitÇe GNU, version 2",76bb71de0a02f49a04119133421ed703c70b30ef4adf809ae54e554835c2666e
replace,,REPLACE,"Remplace les fichiers du rÇpertoire de destination","Remplace les fichiers du rÇpertoire de destination par des fichiers du rÇpertoire source portant le màme nom.","copier, remplacer","DOS, FreeDOS","Licence publique gÇnÇrale GNU, version 2",da41f768f4f5eb789a2744672f5b22a3317cc15e421fd03748bb6f48bb560f7d
rerror,,Rerror,"Capture les sorties stderr et stdout des programmes et les enregistre dans un fichier.",,"stderr, stdout, capturer, sortie","DOS (Micro-C)",Libre,7bf8559c6d863e8d30d24ff54cafd700196a2005a327705a852338a8c5216c38
